gene_name,sample,start,end
trpc4b,TDR127,32642267,32643163
trpc4b,TDR127,32643531,32644255
postnb,TDR127,32710231,32710798
postnb,TDR127,32711384,32711726
spartb,TDR127,32797977,32798850
slc25a15a,TDR127,3281742,3282525
foxo1a,TDR127,3283951,3285626
dclk1b,TDR127,32866269,32866529
dclk1b,TDR127,32866793,32867459
mab21l1,TDR127,33070700,33072305
trmt9b,TDR127,33733577,33734552
trmt9b,TDR127,33734845,33735320
inpp5ka,TDR127,33843078,33843734
tekt1,TDR127,33864960,33865431
lsr,TDR127,33963439,33965243
tmem106ba,TDR127,33966286,33967071
vwde,TDR127,33986686,33987804
vwde,TDR127,33988367,33988693
vwde,TDR127,33988950,33989376
arl4aa,TDR127,34069357,34070332
etv1,TDR127,34213622,34214553
agmo,TDR127,34417899,34418644
sostdc1a,TDR127,34566724,34567460
crppa,TDR127,34568185,34568855
sostdc1a,TDR127,34568185,34568855
ankmy2a,TDR127,34589701,34591185
tspan13a,TDR127,34591986,34592285
bag6,TDR127,34656568,34658185
bag6,TDR127,34658481,34658777
lta,TDR127,34675294,34675650
tnfb,TDR127,34698234,34698715
tnfb,TDR127,34699366,34699621
sh3bp5la,TDR127,34865276,34866323
mgat1a,TDR127,34871322,34871948
dhx16,TDR127,34932674,34933708
dhx16,TDR127,34934279,34934658
zgc:66024,TDR127,34938999,34939423
zgc:55621,TDR127,34945931,34946374
zgc:55621,TDR127,34946745,34947885
sesn3,TDR127,35042430,35043219
bloc1s3,TDR127,35100400,35101581
bloc1s3,TDR127,35101912,35102996
zgc:55413,TDR127,35112387,35113084
zgc:55413,TDR127,35113724,35115174
zgc:77118,TDR127,35126284,35126534
agfg1a,TDR127,35211443,35213392
mrpl44,TDR127,35223698,35224812
mff,TDR127,35251813,35252736
mff,TDR127,35253084,35253637
zgc:158328,TDR127,35253084,35253637
cog6,TDR127,3533967,3534734
rhbdd1,TDR127,35932511,35933190
sst1.1,TDR127,36156684,36157266
ostn,TDR127,36247566,36248876
nphs1,TDR127,36727421,36728229
kirrel3l,TDR127,36941139,36942023
lpar6a,TDR127,3734911,3736950
psenen,TDR127,37545336,37546361
hspb6,TDR127,37559055,37559986
lin37,TDR127,37588799,37589915
proser3,TDR127,37588799,37589915
hsc70,TDR127,37850838,37851088
si:ch73-380l3.2,TDR127,38014418,38015183
si:dkey-24p1.1,TDR127,38129314,38130051
irgq2,TDR127,38154392,38155208
chrna10a,TDR127,38187332,38187824
stim1a,TDR127,38220731,38221698
robo2,TDR127,38858945,38859749
clrn1,TDR127,3955752,3957052
robo1,TDR127,39602711,39603422
robo1,TDR127,39603793,39604377
robo1,TDR127,39818983,39820131
rps5,TDR127,39971190,39971954
cab39,TDR127,39976861,39978037
itm2ca,TDR127,40008247,40009036
lpar5b,TDR127,40040221,40041561
gpr55a,TDR127,40064904,40065382
gpr55a,TDR127,40065574,40065929
efhd1,TDR127,40186919,40187228
efhd1,TDR127,40187431,40188398
kcnj13,TDR127,40226624,40227188
nipsnap2,TDR127,403478,403903
nipsnap2,TDR127,404238,405175
fat3a,TDR127,40664943,40666274
fat3a,TDR127,40668466,40669522
mtnr1ba,TDR127,41026436,41028174
rnf168,TDR127,4123215,4124401
smco4,TDR127,41245127,41246190
usp16,TDR127,41310679,41311712
usp16,TDR127,41312019,41312268
spsb4b,TDR127,41676862,41677784
ftr72,TDR127,41755795,41756667
pxylp1,TDR127,41815321,41816043
psph,TDR127,418715,420809
pax3b,TDR127,42206734,42207892
farsb,TDR127,42283144,42284466
cldn17,TDR127,42559326,42560775
zgc:110333,TDR127,42559326,42560775
cldn8,TDR127,42582174,42583313
slc8a2b,TDR127,42767255,42769046
acsl3a,TDR127,43008052,43008755
kcne4,TDR127,43092005,43092268
kcne4,TDR127,43092736,43093091
ece2b,TDR127,4313047,4314278
ece2b,TDR127,4314751,4315285
ap1s3a,TDR127,43164081,43164991
flj13639,TDR127,43166075,43166567
wdfy1,TDR127,43237013,43238102
serpine2,TDR127,43283143,43284236
prss16,TDR127,43327482,43328398
zgc:85932,TDR127,43332750,43333615
actn4,TDR127,43397137,43399929
med17,TDR127,435964,437391
ctsc,TDR127,43624947,43625796
grm5b,TDR127,43768082,43768824
tyr,TDR127,43798679,43799633
naalad2,TDR127,43905280,43906160
chordc1a,TDR127,43977455,43978723
lrrc51,TDR127,44052018,44053326
numa1,TDR127,44052018,44053326
lamtor1,TDR127,44077157,44078097
zgc:112998,TDR127,44093035,44093416
atp1b3b,TDR127,4414307,4416057
zgc:165514,TDR127,44183838,44184724
zgc:162962,TDR127,44249984,44250853
cwf19l2,TDR127,44283136,44283822
aasdhppt,TDR127,44464933,44465969
zgc:165508,TDR127,44600868,44601525
alp3,TDR127,44637332,44637770
gria4a,TDR127,44809785,44810757
tfdp2,TDR127,4527878,4528716
cd80/86,TDR127,45318642,45318988
fgf12b,TDR127,45508992,45510426
cldn15lb,TDR127,45562765,45563020
cldn15lb,TDR127,45563232,45563757
atg16l1,TDR127,45590550,45590797
atg16l1,TDR127,45591316,45592624
sagb,TDR127,45640631,45640866
rffl,TDR127,4580259,4582007
lrfn1,TDR127,45994040,45995052
eif4h,TDR127,4615545,4617274
si:ch1073-340i21.3,TDR127,46328770,46329368
si:ch1073-340i21.3,TDR127,46329693,46329988
igsf11,TDR127,46385089,46386176
zgc:162872,TDR127,46718343,46718963
ilkap,TDR127,46735702,46737127
clcn2c,TDR127,46779618,46779897
chrd,TDR127,46828451,46829099
chrd,TDR127,46829250,46829481
zgc:153039,TDR127,46852220,46852570
zgc:153039,TDR127,46853261,46853862
cep57,TDR127,47078737,47080009
gap43,TDR127,47161353,47161574
gap43,TDR127,47161851,47163115
lsamp,TDR127,47218156,47219422
lsamp,TDR127,47219694,47219990
anapc15,TDR127,47338315,47339298
folr,TDR127,47341358,47341613
folr,TDR127,47341895,47342194
phox2a,TDR127,47439284,47439833
phox2a,TDR127,47440210,47440865
inppl1a,TDR127,47497503,47498405
sik3,TDR127,47501303,47501879
paf1,TDR127,47615822,47616403
paf1,TDR127,47616611,47618329
gmfg,TDR127,47627205,47627936
stard10,TDR127,47745962,47746958
eif3k,TDR127,47847599,47848731
si:ch1073-429i10.3,TDR127,47856988,47857847
si:ch1073-429i10.3,TDR127,47858588,47858806
h3f3b.1,TDR127,47864310,47865226
h3f3b.1,TDR127,47865510,47865713
otx5,TDR127,47903456,47904183
psma6l,TDR127,47928650,47929485
lipt2,TDR127,4967031,4967449
spcs2,TDR127,4986570,4988651
defbl3,TDR127,5015836,5016214
abcg1,TDR127,5027463,5027732
abcg1,TDR127,5028529,5028890
nudt8,TDR127,504878,506113
pgm2l1,TDR127,5114911,5115199
pgm2l1,TDR127,5115632,5116772
or128-10,TDR127,5157311,5157545
or126-5,TDR127,5171955,5172175
pcsk7,TDR127,517522,518565
or128-9,TDR127,5198428,5198842
or128-7,TDR127,5208135,5209286
or128-5,TDR127,5218235,5218631
or128-4,TDR127,5222995,5224143
or122-2,TDR127,5297764,5299094
or113-2,TDR127,5331804,5332909
arrb1,TDR127,5466390,5467821
tagln,TDR127,550804,551517
wdr62,TDR127,5623624,5625721
urb1,TDR127,5720149,5721556
phkg1a,TDR127,5741659,5742589
cbln20,TDR127,575824,576181
chchd2,TDR127,5780129,5781306
hnrnpl2,TDR127,5797849,5799779
rbp2a,TDR127,5814455,5815093
rbp2a,TDR127,5815638,5815868
get1,TDR127,5899770,5902268
si:ch73-281n10.2,TDR127,5899770,5902268
sh3bgr,TDR127,5923376,5924390
alox5b.3,TDR127,603997,604519
bace2,TDR127,6459636,6460363
nop53,TDR127,6652283,6653388
sirt2,TDR127,6785359,6786105
sirt2,TDR127,6786391,6787474
meis3,TDR127,6862533,6863416
ech1,TDR127,6945750,6946430
si:ch73-311h14.2,TDR127,6975891,6977137
zgc:174574,TDR127,704102,704709
her8.2,TDR127,7175133,7176271
her13,TDR127,7186649,7187328
slc7a1b,TDR127,7336277,7337428
cadm2b,TDR127,7711302,7712184
zgc:113294,TDR127,815523,815887
zgc:113294,TDR127,816090,816701
bach1a,TDR127,8177409,8177894
bach1a,TDR127,8178627,8179488
wu:fc20e06,TDR127,823127,823937
tnfrsf19,TDR127,8308826,8309891
tmem160,TDR127,8394409,8395118
npas1,TDR127,8516405,8517851
ap2s1,TDR127,8766964,8768333
rab4b,TDR127,8855547,8856499
rhoub,TDR127,9001564,9002321
rhoub,TDR127,9002756,9003327
rtn2a,TDR127,9031824,9032174
ppm1na,TDR127,9053008,9053761
calm3a,TDR127,9272289,9272501
calm3a,TDR127,9272804,9273371
slc37a4a,TDR127,9296621,9297631
zgc:162936,TDR127,930822,931961
trappc4,TDR127,9321207,9322301
sgcg,TDR127,9327152,9327705
nars2,TDR127,9630844,9631760
nars2,TDR127,9632367,9632813
bace1,TDR127,96808,97944
cep76,TDR127,10052607,10053645
ptpn2a,TDR127,10071054,10072038
flot1b,TDR127,10315337,10316525
tubb5,TDR127,10318447,10319828
mdc1,TDR127,10329089,10329908
ino80e,TDR127,10413109,10413679
LOC107988037,TDR127,10422081,10422386
LOC107988037,TDR127,10422601,10423220
vars,TDR127,10429408,10430205
abhd16a,TDR127,10516291,10517131
g6fl,TDR127,10547731,10548188
zgc:165409,TDR127,10723945,10725119
atp1a3b,TDR127,10776155,10776869
rabac1,TDR127,10836584,10837400
dedd1,TDR127,10840651,10841823
gsk3ab,TDR127,11242213,11243696
znf574,TDR127,11297392,11298327
grik5,TDR127,11483539,11483768
zgc:198329,TDR127,11558536,11558926
pafah1b3,TDR127,11778496,11781243
cnfn,TDR127,11798862,11799222
cd4-1,TDR127,11928718,11929240
cd4-2.1,TDR127,11954822,11955164
cd4-2.1,TDR127,11955452,11956213
cd4-2.2,TDR127,11963523,11964329
cd4-2.2,TDR127,11964756,11965175
pex5,TDR127,12096533,12097618
lpcat3,TDR127,12235450,12236609
tpi1b,TDR127,12238953,12240182
tpi1b,TDR127,12240422,12240996
leng8,TDR127,12265658,12266325
leng8,TDR127,12267085,12268224
zgc:92606,TDR127,12267085,12268224
si:dkey-26c10.5,TDR127,12280983,12281320
si:dkey-26c10.5,TDR127,12285341,12286439
cox6b2,TDR127,12511873,12512705
rasip1,TDR127,12520717,12521249
rasip1,TDR127,12521381,12522095
nat14,TDR127,12632363,12633236
aicda,TDR127,12659429,12659920
sbk3,TDR127,12723188,12723937
epn1,TDR127,12729535,12729921
epn1,TDR127,12730153,12731127
isoc2,TDR127,12809334,12810143
u2af2a,TDR127,12811888,12813333
pitpnc1b,TDR127,13424239,13425343
dbpb,TDR127,13612086,13614547
ube2s,TDR127,13680113,13680952
josd2,TDR127,13685227,13686215
flcn,TDR127,13817115,13819023
leng9,TDR127,13817115,13819023
zgc:174888,TDR127,13854586,13856179
grwd1,TDR127,13860084,13860663
cdc42ep5,TDR127,13880087,13881290
atg12,TDR127,13883532,13884343
cdkal1,TDR127,1388,2678
rcvrn2,TDR127,13920939,13921838
zgc:162509,TDR127,13963885,13965624
zgc:162509,TDR127,13965884,13966546
fdps,TDR127,14009250,14010812
trim109,TDR127,14073681,14074819
trim109,TDR127,14075110,14075452
LOC100537860,TDR127,14166714,14168324
dap3,TDR127,14201128,14201795
polr3c,TDR127,14247180,14249641
rnf115,TDR127,14247180,14249641
crabp2a,TDR127,14396487,14397181
crabp2a,TDR127,14397684,14398191
dscc1,TDR127,14586889,14587484
deptor,TDR127,14587964,14589001
dscc1,TDR127,14587964,14589001
sim1a,TDR127,1502105,1503197
mrpl13,TDR127,15096888,15097899
sntb1,TDR127,15262287,15264014
has2,TDR127,15386707,15388023
has2,TDR127,15434447,15435493
mir461,TDR127,15562061,15562548
fabp11b,TDR127,16151947,16152516
stmn2a,TDR127,16181713,16182497
upp1,TDR127,16211489,16212856
gra,TDR127,16225533,16226248
gra,TDR127,16226457,16227049
rbm12b,TDR127,16236910,16238151
ccdc12,TDR127,16529315,16530243
c4b,TDR127,16701269,16702160
kcnj14,TDR127,16826087,16827511
si:ch211-120k19.1,TDR127,16968557,16969137
rpl18,TDR127,16977080,16978851
tnfrsf1a,TDR127,17071095,17072600
gapdh,TDR127,17197174,17197778
wu:fj39g12,TDR127,17207615,17208040
gtf3c6,TDR127,17251109,17253115
nop2,TDR127,17251109,17253115
emg1,TDR127,17257469,17258213
zyx,TDR127,17344957,17345517
zyx,TDR127,17345921,17346474
casp2,TDR127,17577205,17578588
m6pr,TDR127,17585629,17587632
ccdc106a,TDR127,17659489,17660697
mir190b,TDR127,17706284,17706849
si:dkey-87o1.2,TDR127,17713330,17715771
zgc:174935,TDR127,17713330,17715771
them4,TDR127,17763348,17764478
rxrbb,TDR127,18534798,18536916
slc6a19b,TDR127,18973767,18974299
rapgef5b,TDR127,19028789,19029741
sp8b,TDR127,19536308,19538421
macc1,TDR127,19637225,19637991
twist1b,TDR127,19732357,19733280
hdac9b,TDR127,19889849,19891086
ahr1a,TDR127,20037883,20038685
ahr1a,TDR127,20039204,20039414
c16h2orf66,TDR127,20160881,20161080
c16h2orf66,TDR127,20161441,20161951
hacl1,TDR127,20167454,20168200
fkbp14,TDR127,20293532,20295102
plekha8,TDR127,20293532,20295102
cpvl,TDR127,20496228,20497377
LOC572950,TDR127,20738311,20739471
jazf1b,TDR127,20738311,20739471
tax1bp1b,TDR127,20869086,20870325
hibadhb,TDR127,20870794,20871690
tax1bp1b,TDR127,20870794,20871690
hoxa13b,TDR127,20894961,20895165
hoxa13b,TDR127,20895558,20896568
hoxa11b,TDR127,20904451,20905697
hoxa10b,TDR127,20909680,20910923
mir196d,TDR127,20912134,20912424
mir196d,TDR127,20913331,20913990
hoxa9b,TDR127,20915078,20915978
hoxa2b,TDR127,20925608,20926181
hoxa2b,TDR127,20926422,20927424
skap2,TDR127,20933184,20934013
skap2,TDR127,20934294,20934652
snx10b,TDR127,21037653,21038168
gsdmeb,TDR127,21424745,21425433
mpp6a,TDR127,21488383,21489707
nrsn1,TDR127,217742,218422
cops7a,TDR127,21776808,21777782
si:ch73-86n18.1,TDR127,21784591,21785503
dicp3.1,TDR127,21887760,21888273
setdb1b,TDR127,21911318,21912460
znf687a,TDR127,21917715,21918824
il6r,TDR127,22193614,22194519
il6r,TDR127,22194828,22195160
zgc:123238,TDR127,22345367,22345678
tuft1a,TDR127,22385308,22386033
si:ch211-105c13.3,TDR127,22713088,22713654
tlr19,TDR127,22730045,22730426
pbxip1b,TDR127,22774948,22775787
lenep,TDR127,22780841,22781499
flad1,TDR127,22864517,22865059
flad1,TDR127,22865511,22866282
efna3b,TDR127,23086671,23088214
efna1b,TDR127,23282431,23283509
slc50a1,TDR127,23303388,23304035
krtcap2,TDR127,23383144,23384184
s100a10b,TDR127,23397614,23397916
icn,TDR127,23430961,23431249
icn2,TDR127,23486387,23486586
snx27b,TDR127,23495203,23497273
adar,TDR127,23531178,23531895
rps27.2,TDR127,23796561,23797655
rab13,TDR127,23799409,23800805
nbn,TDR127,23837316,23838218
LOC553446,TDR127,238566,239389
gtpbp10,TDR127,23889960,23891012
gtpbp10,TDR127,23891241,23891762
apoa4b.1,TDR127,23913783,23914086
apoeb,TDR127,23960486,23960986
apoc1,TDR127,23971834,23972570
apoc4,TDR127,23975145,23975552
apoa2,TDR127,23978694,23979069
apoc2,TDR127,23983897,23984842
bcam,TDR127,24134820,24135751
rps19,TDR127,24194069,24195384
cadm4,TDR127,24516889,24518704
si:ch211-79k12.1,TDR127,24549605,24550189
si:ch211-79k12.2,TDR127,24560283,24561457
si:dkey-56f14.4,TDR127,24597457,24598119
si:dkey-56f14.4,TDR127,24598487,24599652
fxyd6l,TDR127,24611583,24613224
fxyd6l,TDR127,24642446,24643004
pon1,TDR127,24654651,24656366
pon3.2,TDR127,24660611,24661682
pon3.1,TDR127,24668110,24668768
pon2,TDR127,24672267,24674031
ywhabl,TDR127,24684191,24684655
mirlet7d-1,TDR127,24879771,24880296
mirlet7d-1,TDR127,24880819,24881408
has1,TDR127,24946146,24946345
si:dkeyp-84f3.5,TDR127,24977485,24979033
znf1035,TDR127,25010729,25012515
prss1,TDR127,25084751,25085630
zgc:66448,TDR127,25106969,25108511
znf576.2,TDR127,25163111,25164598
hcst,TDR127,25183933,25185097
tyrobp,TDR127,25195390,25196506
zgc:110182,TDR127,25231988,25233638
zgc:110182,TDR127,25234258,25234625
fbxo32,TDR127,25258619,25259582
dync1i1,TDR127,25315891,25317245
mir30b,TDR127,25340256,25342472
mir30d,TDR127,25340256,25342472
rbfa,TDR127,25367177,25368361
adnp2a,TDR127,25379928,25381157
zgc:136493,TDR127,25399300,25400395
dtnbp1a,TDR127,25534638,25536176
mylipb,TDR127,25534638,25536176
adcy3a,TDR127,2558246,2559934
fam8a1b,TDR127,25596815,25598059
zgc:110410,TDR127,25607853,25609852
zhx2a,TDR127,25607853,25609852
preb,TDR127,2565091,2565773
derl1,TDR127,25662935,25664574
nsmce2,TDR127,25662935,25664574
tomm40,TDR127,25679751,25680989
cblc,TDR127,25760077,25760711
irge4,TDR127,25829645,25829887
mrpl17,TDR127,26020422,26021875
arhgef1b,TDR127,26231901,26232823
slc6a3,TDR127,262916,263706
trim35-28,TDR127,26438898,26440173
epb41b,TDR127,26448845,26449781
LOC797125,TDR127,2649678,2650458
lyplal1,TDR127,2649678,2650458
sgk2b,TDR127,26536838,26537275
esrp1,TDR127,26676188,26677082
esrp1,TDR127,26677320,26677563
gem,TDR127,26766003,26767060
cdh17,TDR127,26773104,26773458
cdh17,TDR127,26773748,26774524
pdp1,TDR127,26819774,26820727
trim35-29,TDR127,26846234,26847275
ino80c,TDR127,26855261,26856418
alg2,TDR127,27223482,27224891
sec61b,TDR127,27223482,27224891
nr4a3,TDR127,27345301,27346165
stx17,TDR127,27383457,27384029
erp44,TDR127,27441156,27442698
invs,TDR127,27441156,27442698
tex10,TDR127,27542736,27544268
zgc:153215,TDR127,27562873,27564607
si:ch211-197h24.9,TDR127,27603278,27604339
glipr2l,TDR127,27614591,27615360
steap4,TDR127,27748862,27749420
tgfb2,TDR127,2807139,2808279
mindy3,TDR127,28269625,28270777
nmt2,TDR127,28578083,28579477
rpp38,TDR127,28593195,28594342
acbd7,TDR127,28596349,28597216
crot,TDR127,28601788,28602653
abcb4,TDR127,28657568,28658510
cdcp1a,TDR127,2869869,2870660
dcst2,TDR127,28726948,28728063
s100v1,TDR127,28753753,28754588
zgc:171704,TDR127,28791380,28792336
syt11b,TDR127,28855482,28856260
chtopb,TDR127,28879618,28880389
chtopb,TDR127,28881093,28881374
lars2,TDR127,2898939,2900626
gon4l,TDR127,28993151,28994214
gon4l,TDR127,28994379,28994979
gpatch4,TDR127,29024959,29026003
mef2d,TDR127,29145979,29146649
mir9-1,TDR127,29215285,29215750
rhbg,TDR127,29276979,29277297
hapln2,TDR127,29302646,29303062
hapln2,TDR127,29303726,29303990
isg20l2,TDR127,29375707,29377304
rrnad1,TDR127,29375707,29377304
s100a1,TDR127,29386877,29387313
tlr18,TDR127,29404234,29405232
si:ch211-113g11.6,TDR127,29451470,29452757
lingo4b,TDR127,29458299,29458781
ctsk,TDR127,29492618,29493639
ctss2.1,TDR127,29508992,29509281
ctss2.2,TDR127,29513525,29514142
onecutl,TDR127,29526482,29527332
onecutl,TDR127,29527848,29528483
hormad1,TDR127,29556465,29557406
hormad1,TDR127,29558216,29559184
mcl1b,TDR127,29585378,29587135
tmod4,TDR127,29650311,29651098
lysmd1,TDR127,29689429,29691409
scnm1,TDR127,29689429,29691409
tnfaip8l2b,TDR127,29710443,29711133
tnfaip8l2b,TDR127,29713123,29714149
sema6e,TDR127,30116649,30117355
sema6e,TDR127,30117486,30118085
cct3,TDR127,30419989,30421424
pdia7,TDR127,30433775,30434735
lmna,TDR127,30563719,30564514
mc2r,TDR127,30575067,30575285
mc2r,TDR127,30576032,30576894
fam210ab,TDR127,30603568,30605072
ldlrad4b,TDR127,30655439,30656438
cyb5r4,TDR127,3066917,3068400
ptk2ab,TDR127,30868835,30869883
dgat1b,TDR127,30999967,31000900
scrt1b,TDR127,31188171,31188829
zgc:194210,TDR127,31434471,31436106
csnk2a1,TDR127,31450969,31452971
ndrg1b,TDR127,31511451,31511945
ccn4b,TDR127,31524651,31525333
tg,TDR127,31598391,31598927
wu:fd46c06,TDR127,31661496,31661790
wu:fd46c06,TDR127,31662484,31662973
c1r,TDR127,31676470,31676870
c1s,TDR127,31686889,31687353
rbp5,TDR127,31716967,31718083
mlf2,TDR127,31826345,31826668
mlf2,TDR127,31826889,31827770
rbfox1l,TDR127,31914572,31914977
rbfox1l,TDR127,31919234,31919776
rps9,TDR127,31921667,31922341
phc1,TDR127,31941811,31943544
styk1b,TDR127,31975993,31976604
gstk4,TDR127,32008112,32008652
gstk4,TDR127,32008803,32009026
gstk1,TDR127,32013109,32014691
leng1,TDR127,32051018,32052467
prpf31,TDR127,32081734,32082755
cnot3a,TDR127,32127458,32128589
gprc6a,TDR127,32151763,32152811
kpna5,TDR127,32183579,32184658
zufsp,TDR127,32183579,32184658
rwdd1,TDR127,32203392,32204721
calhm5.1,TDR127,32220581,32221863
calhm5.1,TDR127,32222268,32222552
calhm5.1,TDR127,32229735,32230322
calhm6,TDR127,32232430,32233840
klhl32,TDR127,32236933,32237223
klhl32,TDR127,32237832,32238407
mms22l,TDR127,32304297,32305872
fbxl4,TDR127,32582434,32582951
coq3,TDR127,32661921,32663064
pnisr,TDR127,32671363,32673462
si:dkey-165n16.1,TDR127,32729010,32729555
zgc:172323,TDR127,32736155,32736751
prdm13,TDR127,32748983,32749793
me1,TDR127,32975221,32976069
prss35,TDR127,32995208,32995927
pnrc2,TDR127,33105179,33105935
pnrc2,TDR127,33106452,33106841
cnr2,TDR127,33111322,33111755
akirin1,TDR127,33120713,33122197
pou3f1,TDR127,33592681,33594383
utp11,TDR127,33650033,33651402
rspo1,TDR127,33805708,33806580
gnl2,TDR127,33901368,33902520
dnali1,TDR127,33929246,33930156
dnali1,TDR127,33930643,33931451
snip1,TDR127,33930643,33931451
gpn2,TDR127,33937041,33937339
gpn2,TDR127,33937766,33938920
pigv,TDR127,33987538,33988166
zdhhc18a,TDR127,33991714,33991991
zdhhc18a,TDR127,33992191,33993305
tent5ba,TDR127,34046178,34047417
tcea3,TDR127,34111157,34112638
oprd1b,TDR127,34160487,34161229
rcc1,TDR127,34194285,34195315
phactr4b,TDR127,34283789,34285666
paqr7b,TDR127,34522938,34523653
ptprub,TDR127,35328591,35330109
si:dkey-34d22.2,TDR127,35378832,35379892
rab42b,TDR127,35400635,35402100
taf12,TDR127,35413972,35415193
taf12,TDR127,35415801,35416005
ctps1b,TDR127,35426510,35427202
cited4b,TDR127,35534894,35535616
scmh1,TDR127,35585799,35587317
map7d1a,TDR127,35661175,35662110
sh3d21,TDR127,35904146,35905342
eva1ba,TDR127,35974831,35975655
eva1ba,TDR127,35976005,35976233
mrps15,TDR127,36117589,36118381
sh3bp5b,TDR127,36126420,36127747
capn7,TDR127,36196198,36196889
capn7,TDR127,36197139,36197575
decr1,TDR127,36747770,36749368
aldh5a1,TDR127,36944920,36946368
snrnp48,TDR127,36978629,36979769
cep162,TDR127,37891380,37892083
plekho1b,TDR127,38067103,38068149
pogzb,TDR127,38118341,38120005
selenbp1,TDR127,38137392,38138526
pi4kb,TDR127,38159488,38160105
myo1eb,TDR127,38201025,38202185
prune,TDR127,38239807,38240547
bnipl,TDR127,38277010,38277571
cdc42se1,TDR127,38333054,38334144
gabpb2b,TDR127,38336861,38338049
gabpb2b,TDR127,38338328,38338668
elp6,TDR127,38350082,38351267
zgc:113232,TDR127,38358068,38359293
zgc:113232,TDR127,38359792,38360121
cd83,TDR127,38393326,38393699
cd83,TDR127,38394207,38394693
irx4a,TDR127,384495,385045
rspo2,TDR127,38553231,38554552
eif3ea,TDR127,38628216,38629258
emc2,TDR127,38659134,38659855
LOC107988034,TDR127,38921632,38922241
eny2,TDR127,38939184,38941141
gdf6a,TDR127,39131198,39131866
sybu,TDR127,39146473,39147292
ebag9,TDR127,39194798,39195802
zdhhc3a,TDR127,39196297,39197059
zgc:77056,TDR127,39241401,39242609
gpd1l,TDR127,39266832,39267630
stt3b,TDR127,39476967,39478186
tgfbr2b,TDR127,39570141,39571056
rbms3,TDR127,39858594,39859901
hint3,TDR127,40024603,40025212
trmt11,TDR127,40043016,40043840
cenpw,TDR127,40130865,40132392
rspo3,TDR127,40300873,40301577
mettl6,TDR127,40340000,40341028
plekhf2,TDR127,40457924,40459236
nagpa,TDR127,40508294,40508989
tp53inp1,TDR127,40559449,40559680
tp53inp1,TDR127,40560346,40561342
ccne2,TDR127,40574444,40576230
gbp,TDR127,40953871,40955703
dek,TDR127,41014357,41014611
dek,TDR127,41014853,41015966
ptpn23a,TDR127,41130919,41131784
mtf1,TDR127,4138381,4138712
cmtm6,TDR127,41487137,41488176
cmtm7,TDR127,41503433,41504467
si:dkey-11p23.7,TDR127,41516359,41516812
siglec15l,TDR127,41516359,41516812
si:dkey-11p23.7,TDR127,41517019,41517752
rpp25l,TDR127,41534909,41536399
aste1a,TDR127,41570117,41570704
psmc4,TDR127,41804157,41805027
si:dkey-199f5.7,TDR127,41807997,41808678
yrdc,TDR127,4182048,4183345
scn1ba,TDR127,41873623,41874186
pycard,TDR127,41989943,41990591
caspa,TDR127,42003989,42004564
etv2,TDR127,42013761,42014112
fli1b,TDR127,42017781,42018379
rrp15,TDR127,4202556,4203314
zp3d.2,TDR127,42055412,42056476
zp3d.1,TDR127,42065726,42066696
dyrk1b,TDR127,42150914,42153430
fbl,TDR127,42185250,42186506
zgc:162160,TDR127,42237617,42238461
ppox,TDR127,42306283,42306837
herpud2,TDR127,42481135,42481928
tbx20,TDR127,42523262,42523972
tbx20,TDR127,42524645,42525494
dpy19l1l,TDR127,42667216,42668031
si:ch211-135n15.2,TDR127,42771790,42772067
polr3glb,TDR127,42828684,42828883
polr3glb,TDR127,42829138,42830673
txnipb,TDR127,42871814,42872978
hjv,TDR127,42894401,42894711
mir92b,TDR127,42896905,42898686
thbs3a,TDR127,42932949,42933667
mtx1a,TDR127,42964703,42965306
nudt17,TDR127,43011098,43011652
si:dkey-7j14.5,TDR127,43025402,43026351
si:dkey-7j14.6,TDR127,43040670,43041606
rundc3b,TDR127,43076783,43078442
dbf4,TDR127,43138568,43140104
slc25a40,TDR127,43138568,43140104
vegfaa,TDR127,4317200,4318095
cldn12,TDR127,43232740,43233684
mrpl32,TDR127,43344391,43345274
psma2,TDR127,43344391,43345274
ccdc127a,TDR127,43347401,43348432
rnf144b,TDR127,43367375,43367636
rnf144b,TDR127,43368292,43369231
sqlea,TDR127,43400337,43401513
oxr1a,TDR127,43543787,43544969
zfpm2a,TDR127,44126869,44127951
dpys,TDR127,44298406,44299276
dcaf13,TDR127,44673038,44674331
zgc:101716,TDR127,44678090,44679151
upk1a,TDR127,44767287,44768013
rbm42,TDR127,44899799,44900396
rbm42,TDR127,44900637,44900896
cd22,TDR127,44905824,44906054
ttc29,TDR127,4496765,4497384
sult2st3,TDR127,45001347,45002003
tmem147,TDR127,45041411,45043258
gapdhs,TDR127,45068343,45070009
fxyd1,TDR127,45225122,45225702
si:dkey-33i11.4,TDR127,45235818,45236109
hpn,TDR127,45288161,45288818
hpn,TDR127,45289387,45289663
tfpt,TDR127,4530991,4532064
dnase2,TDR127,45337063,45338148
rgl2,TDR127,45397591,45398763
syngap1b,TDR127,45455855,45456586
smg5,TDR127,45693025,45693897
ntrk1,TDR127,45854540,45855693
rbm8a,TDR127,45921195,45921588
rbm8a,TDR127,45921812,45923115
otud7b,TDR127,45930428,45931738
mtmr11,TDR127,46000296,46001625
arnt,TDR127,4609216,4610438
bola1,TDR127,46205334,46206438
nr2f5,TDR127,46293796,46295343
cyp4t8,TDR127,4639973,4640812
